source_url,title,year,source,protagonist,author,confidence,method,evidence,description
https://hoerspiele.dra.de/detailansicht/1369519,Ein Leben auf der Flucht vor der Koralle,1994,DRA,Ruth Frau,Max Goldt,high,opening biographical apposition,"Ruth Frau, once a celebrated film star who later got on the wrong path, has made a comeback.","Ruth Frau, once a celebrated film star who later got on the wrong path, has made a comeback. She's ""fully back"": young directors are working with her, and young people adore her as a ""somehow flashy"" cult star."
https://hoerspiele.dra.de/detailansicht/1369551,Mein Leben,1994,DRA,Johann Gottfried Seume,Johann Gottfried Seume,high,opening biographical apposition,"Johann Gottfried Seume, born in 1763 in a village in Saxony - farmer's son, highly talented, discovered by the priest, sponsored by a nobleman, sent to school and university so that he could study theology and become a pastor: escaped from the university, escaped from his homeland, was forcibly recruited by the Hessians and sold to America as a soldier; returning home...","Johann Gottfried Seume, born in 1763 in a village in Saxony - farmer's son, highly talented, discovered by the priest, sponsored by a nobleman, sent to school and university so that he could study theology and become a pastor: escaped from the university, escaped from his homeland, was forcibly recruited by the Hessians and sold to America as a soldier; returning home..."
https://hoerspiele.dra.de/detailansicht/1369714,... is a dangerous number,1994,DRA,Amiri Baraka,Karl Bruckmaier,high,portrait phrase,"'Is a dangerous number' is a portrait of the playwright, critic and poet Amiri Baraka (LeRoi Jones).","'Is a dangerous number' is a portrait of the playwright, critic and poet Amiri Baraka (LeRoi Jones). In excerpts from an interview lasting several hours, Baraka provides information about his eventful life."
https://hoerspiele.dra.de/detailansicht/1370391,"Vom Enden einer Liebe, einer Frau",1987,DRA,Susette Gontard,Susette Gontard; Friedrich Hölderlin,high,letters written by named subject,"""The radio work is based on texts taken from the 17 letters that Susette Gontard wrote to Friedrich Hölderlin between 1798 and 1800 after he was removed from his position as court master by Jakob Gontard and expelled from the house because of his relationship with Susette.","""The radio work is based on texts taken from the 17 letters that Susette Gontard wrote to Friedrich Hölderlin between 1798 and 1800 after he was removed from his position as court master by Jakob Gontard and expelled from the house because of his relationship with Susette."
https://hoerspiele.dra.de/detailansicht/1370564,"Hörspielwerkstatt - ""Wichtig ist auch die durchkomponierte Pause ...""",1988,DRA,Henning Rademacher,Henning Rademacher,medium,role description confirms author subject,"Do we fade out, fade in the next scene, do we create transitions or do we just let it stop hard?","Do we fade out, fade in the next scene, do we create transitions or do we just let it stop hard? At that time, people were actually attuned to the more elegant form of transition and flow and suddenly said to the composer, 'You must think of something!' and if only it were an accent."
https://hoerspiele.dra.de/detailansicht/1370331,Das Porträt,1994,DRA,Das Porträt,Anders Nyman,high,portrait title is name,Das Porträt,"Sometime in the mid-1950s, a man enters the Paris studio of the sculptor Alberto Giacometti. He has just come over from New York to write a portrait for the ""Art Review""."
https://hoerspiele.dra.de/detailansicht/1370867,John Cage,1988,DRA,John Cage,Klaus Schöning,high,manual override,A radio portrait of John Cage as a composer and radio-play maker.,"Among the contemporary composers who have shaped the development of radio work as an autonomous acoustic art form, John Gage is the great veteran. A veteran who demonstrates his ability to renew the acoustic forms of radio in his most recent works."
https://hoerspiele.dra.de/detailansicht/1370870,Der Ohrenblick,1988,DRA,Luc Ferrari,Brunhild Meyer,high,manual override,"A radio portrait of Luc Ferrari, focusing on his work as a composer and radio-play maker.","In the documentary ""The Ear View"", Luc Ferrari, together with his long-time companion and collaborator Brunhild Meyer, remembers the most important stages of his work as a composer and radio-work maker from musique concrète to anecdotal music, as Luc Ferrai calls the method of his tape compositions in which reality..."
https://hoerspiele.dra.de/detailansicht/1370868,Mauricio Kagel,1988,DRA,Mauricio Kagel,Michael Schäfermeyer,high,manual override,"A radio portrait of Mauricio Kagel as a composer working between music, language, scene, film, and radio.","Mauricio Kagel, born in Buenos Aires in 1931 and living in Cologne since the 1950s, worked as a composer and director early on in the border areas of music, language, scene and film and has been using the creative possibilities of studio electronics since the 1960s."
https://hoerspiele.dra.de/detailansicht/1371042,Oktober-Nächte/Les nuits d'octobre,1988,DRA,Gérard de Nerval,Gerard de Nerval,high,life-of phrase,"The life of Gérard de Nerval up to his suicide is outlined in ten variations; The poet's increasing madness, exemplified by his language, is the focus of the radio work.","The life of Gérard de Nerval up to his suicide is outlined in ten variations; The poet's increasing madness, exemplified by his language, is the focus of the radio work."
https://hoerspiele.dra.de/detailansicht/1371169,"Lieber Piet, liebe Sandra",1989,DRA,Shortly,Bernhard Pfletschinger,medium,first named figure in description,"Shortly before graduating from high school, she couldn't think of anything better than falling in love with Piet.","Shortly before graduating from high school, she couldn't think of anything better than falling in love with Piet. But what can we do to ensure that Piet finds out too? Truck, who has adored Sandra for years, Truck, the ace in German..."
https://hoerspiele.dra.de/detailansicht/1371171,Von Herren und Knechten,1989,DRA,Mr. Fecht,Bernhard Pfletschinger,medium,curated title override,Dear Mr.,"Dear Mr. Fecht (comma, paragraph) I hope (comma) you have settled in well in your new home (period) After you moved out of the ground floor apartment in my house at Erlenweg 19, there was still a small problem (colon) You did not properly reattach the curtain rail on the living room window after the apartment was renovated..."
https://hoerspiele.dra.de/detailansicht/1371100,And what about me? Ein Porträt des Autors Raymond Federman,1989,DRA,Raymond Federman,Herbert Kapfer,high,portrait phrase,A portrait of the author Raymond Federman as version number.,A portrait of the author Raymond Federman as version number.
https://hoerspiele.dra.de/detailansicht/1371173,"Amore, Amore",1989,DRA,Elsa,Bernhard Pfletschinger,medium,first named figure in description,"Elsa, a qualified sociologist, works as an ABM worker in an insurance agency.","Elsa, a qualified sociologist, works as an ABM worker in an insurance agency. Recently, when she comes home from work, she keeps finding thick letters in her box, letters from Catania in Sicily."
https://hoerspiele.dra.de/detailansicht/1371074,Die Courage des George Tabori,1989,DRA,George Tabori,Dieter Mayer-Simeth,high,opening when-clause names subject,"When George Tabori writes or directs a play, the doubters and evil-doers are not far away.","When George Tabori writes or directs a play, the doubters and evil-doers are not far away. That was the case with ""Cannibals"" in Berlin in 1969, and 18 years later it was still the same."
https://hoerspiele.dra.de/detailansicht/1371238,Baal Babylon,1989,DRA,Fernando Arrabal,Fernando Arrabal,high,autobiographical description names author,"The Spanish poet Fernando Arrabal, born in Melilla in Spanish Morocco in 1932, wrote an artistic autobiography with ""Baal Babylon"".","The Spanish poet Fernando Arrabal, born in Melilla in Spanish Morocco in 1932, wrote an artistic autobiography with ""Baal Babylon"". His father, a painter, was arrested by the military on the eve of the Spanish Civil War, possibly denounced as a 'Red' by his wife."
https://hoerspiele.dra.de/detailansicht/1371889,Mein Spaziergang nach Syrakus - Briefe an einen Freund (2. Teil: Annäherungen),1985,DRA,Johann Gottfried Seume,Jürgen Liebing,medium,role/name phrase in description,"Over 180 years after the poet Johann Gottfried Seume made his famous ""walk to Syracuse"" on Schuster's horse, the Berlin author Jürgen Liebing set out to cover several thousand kilometers on foot in Seume's footsteps, on what is now a ""walk"" to Syracuse in Sicily.","Over 180 years after the poet Johann Gottfried Seume made his famous ""walk to Syracuse"" on Schuster's horse, the Berlin author Jürgen Liebing set out to cover several thousand kilometers on foot in Seume's footsteps, on what is now a ""walk"" to Syracuse in Sicily."
https://hoerspiele.dra.de/detailansicht/1371603,New York City,1984,DRA,New York City,Richard Kostelanetz,high,portrait title is name,New York City,"""Originally I wanted to write an 'audio chamber symphony' comparable to Dylan Thomas' 'Under Milk Wood' (1953) - a loving portrait of the city where I was born, grew up and lived in my entire life."
https://hoerspiele.dra.de/detailansicht/1371888,Mein Spaziergang nach Syrakus - Briefe an einen Freund (1. Teil: Entfernungen),1985,DRA,Johann Gottfried Seume,Jürgen Liebing,medium,role/name phrase in description,"Over 180 years after the poet Johann Gottfried Seume made his famous ""walk to Syracuse"" on Schuster's horse, the Berlin author Jürgen Liebing set out to cover several thousand kilometers on foot in Seume's footsteps, on what is now a ""walk"" to Syracuse in Sicily.","Over 180 years after the poet Johann Gottfried Seume made his famous ""walk to Syracuse"" on Schuster's horse, the Berlin author Jürgen Liebing set out to cover several thousand kilometers on foot in Seume's footsteps, on what is now a ""walk"" to Syracuse in Sicily."
https://hoerspiele.dra.de/detailansicht/1372064,Franz Kafka hört noch immer Radio und telefoniert mit schönen Frauen. Porträt eines Mannes vor dem Sterben,1985,DRA,Franz Kafka,Elmar Podlech,low,curated title fallback,"""Who would have thought it would be an event of the century in our family,"" says the son of a centenarian in whom the media is interested.","""Who would have thought it would be an event of the century in our family,"" says the son of a centenarian in whom the media is interested."
https://hoerspiele.dra.de/detailansicht/1372247,Fred von Hoerschelmann - Zum 10. Todestag des Hörspielautors,1986,DRA,Fred von Hoerschelmann,Dieter Hasselblatt,medium,anniversary phrase,"An essay on the 10th anniversary of Fred von Hoerschelmann's death, with excerpts from four of his radio works and two interviews.","An essay on the 10th anniversary of Fred von Hoerschelmann's death, with excerpts from four of his radio works and two interviews."
https://hoerspiele.dra.de/detailansicht/1372252,Der Rundfunkmann Ernst Schnabel,1986,DRA,Ernst Schnabel,Karl Karst,high,manual override,A radio portrait of Ernst Schnabel as a writer and radio figure.,"Ernst Schnabel, the writer and radio author, the literary supporter and director of the early Hamburg radio, died in Berlin in January of this year at the age of 72."
https://hoerspiele.dra.de/detailansicht/1372270,Ein Schmuck für Momente - Helmut Käutner und das Hörspiel,1986,DRA,Helmut Käutner,Wolfram Wessels,medium,known-that phrase,It is well known that Helmut Käutner is one of the most famous directors of German film.,It is well known that Helmut Käutner is one of the most famous directors of German film. Only a few people know that he was also successful in the theater. But hardly anyone knows that he also gave important impulses to post-war radio works.
https://hoerspiele.dra.de/detailansicht/1372504,Die Straße nach Lushoto. Tanzania - Notizen aus meinem Tagebuch,1976,DRA,Road,Gisela Albrecht,medium,first named figure in description,"""The Road to Lushoto"" is an admittedly subjective attempt to present the problem of cooperation between Europeans and Africans using the development project LIDEP (Lushoto - Integrated Development Project) with conversations and observations.","""The Road to Lushoto"" is an admittedly subjective attempt to present the problem of cooperation between Europeans and Africans using the development project LIDEP (Lushoto - Integrated Development Project) with conversations and observations."
https://hoerspiele.dra.de/detailansicht/1372907,Lady sings the Blues. Billie Holiday erinnert sich,1991,DRA,Billie Holiday,Billie Holiday,high,manual override,Adaptation of Billie Holiday's autobiography Lady Sings the Blues.,"For many, Billie Holiday is the jazz singer of all time. A name that is synonymous with everything that jazz expresses: pride, suffering, anger, elegance, racism and excess."
https://hoerspiele.dra.de/detailansicht/1372532,Anonyme Briefe,1950,DRA,Anonyme Briefe,Annemarie Artinger,low,curated title fallback,A radio work dedicated to young artists.,"A radio work dedicated to young artists. It takes us into the milieu of a drama school, and the concern of the eleven is at the same time the concern of young people in our time: finding the right start in their chosen profession."
https://hoerspiele.dra.de/detailansicht/1373260,Briefe an Olga,1991,DRA,Czech,Václav Havel,medium,first named figure in description,"The Czech poet and President of the CSFR wrote his ""Letters to Olga"" to his wife during his prison time as a civil rights activist in the late 1970s and early 1980s.","The Czech poet and President of the CSFR wrote his ""Letters to Olga"" to his wife during his prison time as a civil rights activist in the late 1970s and early 1980s."
https://hoerspiele.dra.de/detailansicht/1374699,Familienpackung,1989,DRA,Johann Christoph,Gudrun Mebs,medium,curated title override,"""The Family Trip or Johann Christoph's Suffering"" is how the main character would probably title his autobiography.","""The Family Trip or Johann Christoph's Suffering"" is how the main character would probably title his autobiography. His parents called him Johann Christoph, and his sister is called Purzel, usually Purzelchen."
https://hoerspiele.dra.de/detailansicht/1374444,Aus dem Tagebuch der Anne Frank,1989,DRA,Anne Frank,Anne Frank,high,manual override,Adaptation from Anne Frank's diary.,"A radio work based on The Diary of Anne Frank (prose) text adaptation: Gabriele Finger-Hoffmann, Bettina Wenke."
https://hoerspiele.dra.de/detailansicht/1374721,Der Autor Hartmut Geerken,1990,DRA,Hartmut Geerken,Klaus Peter Harmening,high,manual override,A radio portrait of Hartmut Geerken as an author and radio artist.,"Portrait of the author Hartmut Geerken following the radio work ""no red faa, because the words were never spoken""."
https://hoerspiele.dra.de/detailansicht/1374736,Jean Anouilh zum 80. Geburtstag: Majestät des Boulevard - Porträt,1990,DRA,Jean Anouilh,Thomas Thieringer; Wilfried Geldner,medium,role/name phrase in description,The Bavarian Radio radio work department paid tribute to the French playwright Jean Anouilh on his 80th birthday with a special broadcast.,"The Bavarian Radio radio work department paid tribute to the French playwright Jean Anouilh on his 80th birthday with a special broadcast. Many of his dramas have also been adapted for radio; like ""Antigone"", they are now among the classics of German radio work history."
https://hoerspiele.dra.de/detailansicht/1374916,Briefe an Franz Pawell,1990,DRA,Two Germanys,Adolf Schröder,medium,first named figure in description,Two Germanys have become one Germany again.,"Two Germanys have become one Germany again. Franz Pawell comes to this new Germany, someone who suffered greatly under the old Germany."
https://hoerspiele.dra.de/detailansicht/1375730,"Pioniere der Radiokunst (9. Folge: ... ""Quer zum Betrieb der Kulturindustrie"")",1986,DRA,Ernst Schoen,August Soppe,medium,curated title override,"In 1931 a magazine wrote: ""The avant-gardists of radio are based in Frankfurt...","In 1931 a magazine wrote: ""The avant-gardists of radio are based in Frankfurt... much of what, one might say, has become a standardized part of German programs today was discovered here."" At that time, the artistic director of the Südwestdeutscher Rundfunk in Frankfurt was Ernst Schoen."
https://hoerspiele.dra.de/detailansicht/1375816,Bodo Katzenbergers Tagebuch,1986,DRA,Bodo Katzenberger,Marion Mosell,high,role phrase names subject,The student Bodo Katzenberger is quite slack.,"The student Bodo Katzenberger is quite slack. Since his father moved in with a girlfriend, the mood has been broken. The mother simply cannot cope with the situation."
https://hoerspiele.dra.de/detailansicht/1375822,Porträt,1986,DRA,Porträt,Irene Oppenheim,high,portrait title is name,Porträt,"""Portrait"" by Irene Oppenheim: A man dies. - for his wife - for his daughter - for his granddaughter - everyone witnesses his death. - his body - his razor - his clothes - his existence - that must be eliminated."
https://hoerspiele.dra.de/detailansicht/1375861,Vier Briefe aus Amerika,1986,DRA,Colorado,Konrad Wühr,medium,first named figure in description,"Colorado/USA, end of last century.","Colorado/USA, end of last century. Josef Kraus, who emigrated from Bavaria to the States after a falling out with his parents, who were against his marriage to the maid Katharina, was not lucky abroad."
https://hoerspiele.dra.de/detailansicht/1375962,Per Einschreiben,1987,DRA,The radio work,Eva Maria Mudrich,medium,named subject action,"The radio work is about two people, Elli and Karli, who for a long time, without meeting each other in person, only write letters, express their intentions to get married in their correspondence, but in the end Elli becomes friends with the postman.","The radio work is about two people, Elli and Karli, who for a long time, without meeting each other in person, only write letters, express their intentions to get married in their correspondence, but in the end Elli becomes friends with the postman."
https://hoerspiele.dra.de/detailansicht/1376346,Das Tagebuch der Redegonda,1987,DRA,Redegonda,Arthur Schnitzler,low,curated title fallback,The concept intern Dr.,"The concept intern Dr. Gottfried Wehwald was a young man of good manners, even a certain nobility of demeanor, which seemed to at least give him a constant, quiet satisfaction."
https://hoerspiele.dra.de/detailansicht/1375917,Walter Ruttmann - der Visionär bewegter Rhythmen,1987,DRA,Walter Ruttmann,Jeanpaul Goergen,high,title names subject,Walter Ruttmann - der Visionär bewegter Rhythmen,"Walter Ruttmann (1887-1941) made film and radio history in many ways. In the 1920s he founded abstract film with ""Lichtspiel OPUS 1"", produced the first colored advertising films and, with his productions, influenced the style of montage in films and radio works."
https://hoerspiele.dra.de/detailansicht/1376147,Das akustische Tagebuch,1987,DRA,THE ACOUSTIC DIARY,Ronald Steckel,high,opening named biographical sentence,THE ACOUSTIC DIARY is an anthology of some of the sounds that have been created in my work with tapes over the last fifteen years.,"THE ACOUSTIC DIARY is an anthology of some of the sounds that have been created in my work with tapes over the last fifteen years. I assembled them into acoustic landscapes populated by human and non-human, natural and imaginary voices."
https://hoerspiele.dra.de/detailansicht/1375863,C'era una volta il west oder Alte Briefe aus Amerika,1986,DRA,Because,Reinhard Döhl,medium,first named figure in description,"Because a maid had a child by him, young Karl was sent to America.","Because a maid had a child by him, young Karl was sent to America. From there he writes clumsy letters to his parents in Bavaria, the content of which doesn't really fit with the Wild West pathos and deer-killer romanticism of the time."
https://hoerspiele.dra.de/detailansicht/1377165,Ein Cäsar wäre ich sehr gerne gewesen - Monolog eines Mörders,1996,DRA,Radelstetten,Ernst Wagner; Horst Brandstätter; Bernd Neuzner,medium,first named figure in description,"As a teacher, he lived with his family in Radelstetten, a village on the edge of the Swabian Alb, and then as a main teacher in Stuttgart-Degerloch.","As a teacher, he lived with his family in Radelstetten, a village on the edge of the Swabian Alb, and then as a main teacher in Stuttgart-Degerloch."
https://hoerspiele.dra.de/detailansicht/1377516,Anti. Ein Rainer-Werner-Fassbinder-Porträt,1992,DRA,Anti. Ein Rainer-Werner-Fassbinder-Porträt,Carl-Ludwig Reichert,high,portrait title is name,Anti. Ein Rainer-Werner-Fassbinder-Porträt,"The portrait of an experimental film-maker using the means of radio work could not be conventional. So we worked with the latest available techniques (sampling) as well as modern methods of hard editing, collage and montage."
https://hoerspiele.dra.de/detailansicht/1377586,Und der Haifisch... . Mackie Messer erzählt aus seinem Leben. Porträt Wolf Kaiser,1992,DRA,Wolf Kaiser,Michael Trabitzsch,high,opening biographical apposition,"Wolf Kaiser, who was born on October 26, 1916 in Frankfurt am Main, grew up in Switzerland, studied chemistry and physiology, worked as a waiter and took acting lessons from Margarethe Wellhoener in Berlin from 1939 - 41.","Wolf Kaiser, who was born on October 26, 1916 in Frankfurt am Main, grew up in Switzerland, studied chemistry and physiology, worked as a waiter and took acting lessons from Margarethe Wellhoener in Berlin from 1939 - 41."
https://hoerspiele.dra.de/detailansicht/1377511,"""Ich war irgendwie der erste Existentialist""",1992,DRA,Richard Huelsenbeck,Herbert Kapfer; Regina Moths,high,role phrase names subject,"The writer Richard Huelsenbeck caused a stir with aggressive performances - first in Zurich's ""Cabaret Voltaire"" in 1916, and after the end of the First World War in Berlin.","The writer Richard Huelsenbeck caused a stir with aggressive performances - first in Zurich's ""Cabaret Voltaire"" in 1916, and after the end of the First World War in Berlin."
https://hoerspiele.dra.de/detailansicht/1377773,Tagebuch einer heimlichen Symmetrie,1992,DRA,Small la,Sigmund Freud; Carl Gustav Jung; Sabina Spielrein,medium,first named figure in description,"""Small laboratory explosions can never be avoided given the nature of the material we work with."" - A little word of consolation from Sigmund Freud to his student and future colleague Carl Gustav Jung.","""Small laboratory explosions can never be avoided given the nature of the material we work with."" - A little word of consolation from Sigmund Freud to his student and future colleague Carl Gustav Jung."
https://hoerspiele.dra.de/detailansicht/1377781,Zazie und der lange Kerl im Autobus S,1992,DRA,Raymond Queneau,Anette Kührmeyer,medium,first named figure in description,"Raymond Queneau, this French all-round writer, is best known in Germany for the book and film ""Zazie in the Métro"".","Raymond Queneau, this French all-round writer, is best known in Germany for the book and film ""Zazie in the Métro"". The style exercises are also very popular."
https://hoerspiele.dra.de/detailansicht/1378082,"Das wilde Geheul unserer täglichen Arbeit oder Komm heraus, du Schönheit von Mülheim (3. Teil: Briefe an Irina - Eine Erinnerung)",1992,DRA,Ruhr,Stephan Bock,medium,first named figure in description,From the Ruhr area by Bertolt Brecht.,From the Ruhr area by Bertolt Brecht. A historical report See part 2.
https://hoerspiele.dra.de/detailansicht/1378087,Der verliebte Antierotiker - Ein unbekanntes Kapitel aus dem Leben des Dichters Paul Scheerbart (1. Teil),1993,DRA,Paul Scheerbart,Paul Scheerbart,medium,role/name phrase in description,"""The writer Paul Scheerbart (1863-1915), who dreamed of life in a glass house and union with celestial bodies, portrayed himself in his books as a staunch despiser of eroticism.","""The writer Paul Scheerbart (1863-1915), who dreamed of life in a glass house and union with celestial bodies, portrayed himself in his books as a staunch despiser of eroticism."
https://hoerspiele.dra.de/detailansicht/1377966,Die lange Weile der Briefe danach,1992,DRA,Rousseau. The tough early capitalist,Winfried Pielow,medium,named subject action,"He is said to have made a pilgrimage to Ermenoville, the ""coal baron"" Levin von Alversfeldt, to the last asylum of his great role model Jean-Jacques Rousseau.","He is said to have made a pilgrimage to Ermenoville, the ""coal baron"" Levin von Alversfeldt, to the last asylum of his great role model Jean-Jacques Rousseau. The tough early capitalist is oh so tender in his infatuation with his idol."
https://hoerspiele.dra.de/detailansicht/1378286,Andy Warhol: Das Tagebuch (1976),1993,DRA,Andy Warhol,Andy Warhol,medium,first named figure in description + full-name expansion,"""In the fall of 1976, Andy and I began our morning telephone conversations.","""In the fall of 1976, Andy and I began our morning telephone conversations. Ostensibly, the purpose was to record what he had done, where he had been the day before, and how much cash he had spent."
https://hoerspiele.dra.de/detailansicht/1378202,Autobiographie einer Leiche,1993,DRA,All we know for sure,Gabriele Jelle Behnert,medium,named subject action,All we know for sure is that Brodsky's wife Linda is dead and has written a book from the grave - if Brodsky is telling the truth.,"All we know for sure is that Brodsky's wife Linda is dead and has written a book from the grave - if Brodsky is telling the truth. If not, we have to stick to the media; Press, radio, film and theater have history under control."
https://hoerspiele.dra.de/detailansicht/1378287,Andy Warhol: Das Tagebuch (1977),1993,DRA,Andy Warhol,Andy Warhol,medium,first named figure in description + full-name expansion,"""In the fall of 1976, Andy and I began our morning telephone conversations.","""In the fall of 1976, Andy and I began our morning telephone conversations. Ostensibly, the purpose was to record what he had done, where he had been the day before, and how much cash he had spent."
https://hoerspiele.dra.de/detailansicht/1378288,Andy Warhol: Das Tagebuch (1978),1993,DRA,Andy Warhol,Andy Warhol,medium,first named figure in description + full-name expansion,"""In the fall of 1976, Andy and I began our morning telephone conversations.","""In the fall of 1976, Andy and I began our morning telephone conversations. Ostensibly, the purpose was to record what he had done, where he had been the day before, and how much cash he had spent."
https://hoerspiele.dra.de/detailansicht/1378289,Andy Warhol: Das Tagebuch (1979),1993,DRA,Andy Warhol,Andy Warhol,medium,first named figure in description + full-name expansion,"""In the fall of 1976, Andy and I began our morning telephone conversations.","""In the fall of 1976, Andy and I began our morning telephone conversations. Ostensibly, the purpose was to record what he had done, where he had been the day before, and how much cash he had spent."
https://hoerspiele.dra.de/detailansicht/1378290,Andy Warhol: Das Tagebuch (1980),1993,DRA,Andy Warhol,Andy Warhol,medium,first named figure in description + full-name expansion,"""In the fall of 1976, Andy and I began our morning telephone conversations.","""In the fall of 1976, Andy and I began our morning telephone conversations. Ostensibly, the purpose was to record what he had done, where he had been the day before, and how much cash he had spent."
https://hoerspiele.dra.de/detailansicht/1378292,Andy Warhol: Das Tagebuch (1982),1993,DRA,Andy Warhol,Andy Warhol,medium,first named figure in description + full-name expansion,"""In the fall of 1976, Andy and I began our morning telephone conversations.","""In the fall of 1976, Andy and I began our morning telephone conversations. Ostensibly, the purpose was to record what he had done, where he had been the day before, and how much cash he had spent."
https://hoerspiele.dra.de/detailansicht/1378293,Andy Warhol: Das Tagebuch (1983),1993,DRA,Andy Warhol,Andy Warhol,medium,first named figure in description + full-name expansion,"""In the fall of 1976, Andy and I began our morning telephone conversations.","""In the fall of 1976, Andy and I began our morning telephone conversations. Ostensibly, the purpose was to record what he had done, where he had been the day before, and how much cash he had spent."
https://hoerspiele.dra.de/detailansicht/1378296,Andy Warhol: Das Tagebuch (1986),1993,DRA,Andy Warhol,Andy Warhol,medium,first named figure in description + full-name expansion,"""In the fall of 1976, Andy and I began our morning telephone conversations.","""In the fall of 1976, Andy and I began our morning telephone conversations. Ostensibly, the purpose was to record what he had done, where he had been the day before, and how much cash he had spent."
https://hoerspiele.dra.de/detailansicht/1378291,Andy Warhol: Das Tagebuch (1981),1993,DRA,Andy Warhol,Andy Warhol,medium,first named figure in description + full-name expansion,"""In the fall of 1976, Andy and I began our morning telephone conversations.","""In the fall of 1976, Andy and I began our morning telephone conversations. Ostensibly, the purpose was to record what he had done, where he had been the day before, and how much cash he had spent."
https://hoerspiele.dra.de/detailansicht/1378295,Andy Warhol: Das Tagebuch (1985),1993,DRA,Andy Warhol,Andy Warhol,medium,first named figure in description + full-name expansion,"""In the fall of 1976, Andy and I began our morning telephone conversations.","""In the fall of 1976, Andy and I began our morning telephone conversations. Ostensibly, the purpose was to record what he had done, where he had been the day before, and how much cash he had spent."
https://hoerspiele.dra.de/detailansicht/1378294,Andy Warhol: Das Tagebuch (1984),1993,DRA,Andy Warhol,Andy Warhol,medium,first named figure in description + full-name expansion,"""In the fall of 1976, Andy and I began our morning telephone conversations.","""In the fall of 1976, Andy and I began our morning telephone conversations. Ostensibly, the purpose was to record what he had done, where he had been the day before, and how much cash he had spent."
